"","Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","Dia_semana"
"29",1503960366,"5/10/2016",12207,7.76999998092651,7.76999998092651,0,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,1859,"martes"
"30",1503960366,"5/11/2016",12770,8.13000011444092,8.13000011444092,0,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,1783,"miércoles"
"31",1503960366,"5/12/2016",0,0,0,0,0,0,0,0,0,0,0,1440,0,"jueves"
"32",1624580081,"4/12/2016",8163,5.30999994277954,5.30999994277954,0,0,0,5.30999994277954,0,0,0,146,1294,1432,"martes"
"33",1624580081,"4/13/2016",7007,4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,1292,1411,"miércoles"
"34",1624580081,"4/14/2016",9107,5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,1572,"jueves"
"35",1624580081,"4/15/2016",1510,0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,1344,1344,"viernes"
"36",1624580081,"4/16/2016",5370,3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,1264,1463,"sábado"
"37",1624580081,"4/17/2016",6175,4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,1554,"domingo"
"38",1624580081,"4/18/2016",10536,7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,1604,"lunes"
"39",1624580081,"4/19/2016",2916,1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,1299,1435,"martes"
"40",1624580081,"4/20/2016",4974,3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,1289,1446,"miércoles"
"41",1624580081,"4/21/2016",6349,4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,"jueves"
"42",1624580081,"4/22/2016",4026,2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,1241,1470,"viernes"
"43",1624580081,"4/23/2016",8538,5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,1562,"sábado"
"44",1624580081,"4/24/2016",6076,3.95000004768372,3.95000004768372,0,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,1221,1617,"domingo"
"45",1624580081,"4/25/2016",6497,4.21999979019165,4.21999979019165,0,0,0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,"lunes"
"46",1624580081,"4/26/2016",2826,1.8400000333786,1.8400000333786,0,0,0,1.83000004291534,0.00999999977648258,0,0,140,1300,1402,"martes"
"47",1624580081,"4/27/2016",8367,5.44000005722046,5.44000005722046,0,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,1233,1670,"miércoles"
"48",1624580081,"4/28/2016",2759,1.78999996185303,1.78999996185303,0,0,0.200000002980232,1.60000002384186,0,0,5,115,1320,1401,"jueves"
"49",1624580081,"4/29/2016",2390,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,150,1290,1404,"viernes"
"50",1624580081,"4/30/2016",6474,4.30000019073486,4.30000019073486,0,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,1655,"sábado"
"51",1624580081,"5/1/2016",36019,28.0300006866455,28.0300006866455,0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,"domingo"
"52",1624580081,"5/2/2016",7155,4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,1497,"lunes"
"53",1624580081,"5/3/2016",2100,1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,"martes"
"54",1624580081,"5/4/2016",2193,1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,1322,1368,"miércoles"
"55",1624580081,"5/5/2016",2470,1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,"jueves"
"56",1624580081,"5/6/2016",1727,1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,1341,"viernes"
"57",1624580081,"5/7/2016",2104,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,1258,1474,"sábado"
"58",1624580081,"5/8/2016",3427,2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,1288,1427,"domingo"
"59",1624580081,"5/9/2016",1732,1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,1349,1328,"lunes"
"60",1624580081,"5/10/2016",2969,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,1393,"martes"
"61",1624580081,"5/11/2016",3134,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,1328,1359,"miércoles"
"62",1624580081,"5/12/2016",2971,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,1002,"jueves"
"63",1644430081,"4/12/2016",10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,3199,"martes"
"64",1644430081,"4/13/2016",8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,"miércoles"
"65",1644430081,"4/14/2016",11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,"jueves"
"66",1644430081,"4/15/2016",5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,"viernes"
"67",1644430081,"4/16/2016",15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,"sábado"
"68",1644430081,"4/17/2016",8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,"domingo"
"69",1644430081,"4/18/2016",7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,"lunes"
"70",1644430081,"4/19/2016",11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,"martes"
"71",1644430081,"4/20/2016",2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,"miércoles"
"72",1644430081,"4/21/2016",1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,"jueves"
"73",1644430081,"4/22/2016",3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,"viernes"
"74",1644430081,"4/23/2016",6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,"sábado"
"75",1644430081,"4/24/2016",3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,2413,"domingo"
"76",1644430081,"4/25/2016",3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,2497,"lunes"
"77",1644430081,"4/26/2016",9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,3123,"martes"
"78",1644430081,"4/27/2016",3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,2489,"miércoles"
"79",1644430081,"4/28/2016",9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,3108,"jueves"
"80",1644430081,"4/29/2016",3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,2498,"viernes"
"81",1644430081,"4/30/2016",18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,3846,"sábado"
"82",1644430081,"5/1/2016",6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,2696,"domingo"
"83",1644430081,"5/2/2016",3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,2580,"lunes"
"84",1644430081,"5/3/2016",12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,3324,"martes"
"85",1644430081,"5/4/2016",2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,"miércoles"
"86",1644430081,"5/5/2016",4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,"jueves"
"87",1644430081,"5/6/2016",9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,"viernes"
"88",1644430081,"5/7/2016",13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,"sábado"
"89",1644430081,"5/8/2016",6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,2987,"domingo"
"90",1644430081,"5/9/2016",6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,"lunes"
"91",1644430081,"5/10/2016",9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,"martes"
"92",1644430081,"5/11/2016",1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1276,"miércoles"
"93",1844505072,"4/12/2016",6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,2030,"martes"
"94",1844505072,"4/13/2016",4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,"miércoles"
"95",1844505072,"4/14/2016",7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,"jueves"
"96",1844505072,"4/15/2016",3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,"viernes"
"97",1844505072,"4/16/2016",3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,"sábado"
"98",1844505072,"4/17/2016",4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,"domingo"
"99",1844505072,"4/18/2016",4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,"lunes"
"100",1844505072,"4/19/2016",197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,"martes"
"101",1844505072,"4/20/2016",8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,"miércoles"
"102",1844505072,"4/21/2016",8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,"jueves"
"103",1844505072,"4/22/2016",5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,"viernes"
"104",1844505072,"4/23/2016",3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,"sábado"
"105",1844505072,"4/24/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1347,"domingo"
"106",1844505072,"4/25/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1347,"lunes"
"107",1844505072,"4/26/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1347,"martes"
"108",1844505072,"4/27/2016",4,0,0,0,0,0,0,0,0,0,1,1439,1348,"miércoles"
"109",1844505072,"4/28/2016",6907,4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,1138,1992,"jueves"
"110",1844505072,"4/29/2016",4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,"viernes"
"111",1844505072,"4/30/2016",4014,2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,1763,"sábado"
"112",1844505072,"5/1/2016",2573,1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,1541,"domingo"
"113",1844505072,"5/2/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1348,"lunes"
"114",1844505072,"5/3/2016",4059,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,1256,1742,"martes"
"115",1844505072,"5/4/2016",2080,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,1353,1549,"miércoles"
"116",1844505072,"5/5/2016",2237,1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,1320,1589,"jueves"
"117",1844505072,"5/6/2016",44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1351,"viernes"
"118",1844505072,"5/7/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1347,"sábado"
"119",1844505072,"5/8/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1347,"domingo"
"120",1844505072,"5/9/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1347,"lunes"
"121",1844505072,"5/10/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1347,"martes"
"122",1844505072,"5/11/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1347,"miércoles"
"123",1844505072,"5/12/2016",0,0,0,0,0,0,0,0,0,0,0,711,665,"jueves"
"124",1927972279,"4/12/2016",678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,2220,"martes"
"125",1927972279,"4/13/2016",356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,"miércoles"
"126",1927972279,"4/14/2016",2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2383,"jueves"
"127",1927972279,"4/15/2016",980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2221,"viernes"
"128",1927972279,"4/16/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2064,"sábado"
"129",1927972279,"4/17/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"domingo"
"130",1927972279,"4/18/2016",244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,2111,"lunes"
"131",1927972279,"4/19/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"martes"
"132",1927972279,"4/20/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"miércoles"
"133",1927972279,"4/21/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2064,"jueves"
"134",1927972279,"4/22/2016",149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,2093,"viernes"
"135",1927972279,"4/23/2016",2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,2499,"sábado"
"136",1927972279,"4/24/2016",2090,1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,2324,"domingo"
"137",1927972279,"4/25/2016",152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1303,2100,"lunes"
"138",1927972279,"4/26/2016",3761,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,1058,2638,"martes"
"139",1927972279,"4/27/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"miércoles"
"140",1927972279,"4/28/2016",1675,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,1167,2351,"jueves"
"141",1927972279,"4/29/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"viernes"
"142",1927972279,"4/30/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2064,"sábado"
"143",1927972279,"5/1/2016",2704,1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,2411,"domingo"
"144",1927972279,"5/2/2016",3790,2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,2505,"lunes"
"145",1927972279,"5/3/2016",1326,0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,2195,"martes"
"146",1927972279,"5/4/2016",1786,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,1353,2338,"miércoles"
"147",1927972279,"5/5/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"jueves"
"148",1927972279,"5/6/2016",2091,1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,1332,2383,"viernes"
"149",1927972279,"5/7/2016",1510,1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,1392,2229,"sábado"
"150",1927972279,"5/8/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"domingo"
"151",1927972279,"5/9/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"lunes"
"152",1927972279,"5/10/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"martes"
"153",1927972279,"5/11/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"miércoles"
"154",1927972279,"5/12/2016",0,0,0,0,0,0,0,0,0,0,0,966,1383,"jueves"
"155",2022484408,"4/12/2016",11875,8.34000015258789,8.34000015258789,0,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,1157,2390,"martes"
"156",2022484408,"4/13/2016",12024,8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,2601,"miércoles"
"157",2022484408,"4/14/2016",10690,7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,2312,"jueves"
"158",2022484408,"4/15/2016",11034,8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,2525,"viernes"
"159",2022484408,"4/16/2016",10100,7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,2177,"sábado"
"160",2022484408,"4/17/2016",15112,11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,2782,"domingo"
"161",2022484408,"4/18/2016",14131,10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,2770,"lunes"
"162",2022484408,"4/19/2016",11548,8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,2489,"martes"
"163",2022484408,"4/20/2016",15112,10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,2897,"miércoles"
"164",2022484408,"4/21/2016",12453,8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,3158,"jueves"
"165",2022484408,"4/22/2016",12954,9.32999992370605,9.32999992370605,0,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,1105,2638,"viernes"
"166",2022484408,"4/23/2016",6001,4.21000003814697,4.21000003814697,0,0,0,4.21000003814697,0,0,0,249,1191,2069,"sábado"
"167",2022484408,"4/24/2016",13481,10.2799997329712,10.2799997329712,0,4.55000019073486,1.14999997615814,4.57999992370605,0,37,26,216,1161,2529,"domingo"
"168",2022484408,"4/25/2016",11369,8.01000022888184,8.01000022888184,0,3.32999992370605,0.219999998807907,4.46000003814697,0,44,8,217,1171,2470,"lunes"
"169",2022484408,"4/26/2016",10119,7.19000005722046,7.19000005722046,0,1.42999994754791,0.660000026226044,5.1100001335144,0,55,24,275,1086,2793,"martes"
"170",2022484408,"4/27/2016",10159,7.13000011444092,7.13000011444092,0,1.03999996185303,0.970000028610229,5.11999988555908,0,19,20,282,1119,2463,"miércoles"
"171",2022484408,"4/28/2016",10140,7.11999988555908,7.11999988555908,0,0.409999996423721,1.33000004291534,5.3899998664856,0,6,20,291,1123,2296,"jueves"
"172",2022484408,"4/29/2016",10245,7.19000005722046,7.19000005722046,0,0.479999989271164,1.21000003814697,5.5,0,21,40,281,1098,2611,"viernes"
"173",2022484408,"4/30/2016",18387,12.9099998474121,12.9099998474121,0,0.939999997615814,1.39999997615814,10.5699996948242,0,13,23,361,1043,2732,"sábado"
"174",2022484408,"5/1/2016",10538,7.40000009536743,7.40000009536743,0,1.94000005722046,0.959999978542328,4.5,0,25,28,245,1142,2380,"domingo"
"175",2022484408,"5/2/2016",10379,7.28999996185303,7.28999996185303,0,2.60999989509583,0.340000003576279,4.32999992370605,0,36,8,277,1119,2473,"lunes"
"176",2022484408,"5/3/2016",12183,8.73999977111816,8.73999977111816,0,3.99000000953674,0.46000000834465,4.28000020980835,0,72,14,250,1104,2752,"martes"
"177",2022484408,"5/4/2016",11768,8.28999996185303,8.28999996185303,0,2.50999999046326,0.930000007152557,4.84999990463257,0,36,27,272,1105,2649,"miércoles"
"178",2022484408,"5/5/2016",11895,8.35000038146973,8.35000038146973,0,2.78999996185303,0.860000014305115,4.69999980926514,0,55,20,253,1112,2609,"jueves"
"179",2022484408,"5/6/2016",10227,7.17999982833862,7.17999982833862,0,1.87000000476837,0.670000016689301,4.6399998664856,0,24,17,295,1104,2498,"viernes"
"180",2022484408,"5/7/2016",6708,4.71000003814697,4.71000003814697,0,1.61000001430511,0.0799999982118607,3.01999998092651,0,20,2,149,1269,1995,"sábado"
"181",2022484408,"5/8/2016",3292,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,135,1305,1848,"domingo"
"182",2022484408,"5/9/2016",13379,9.39000034332275,9.39000034332275,0,2.11999988555908,1.62999999523163,5.6399998664856,0,35,47,297,1061,2709,"lunes"
"183",2022484408,"5/10/2016",12798,8.97999954223633,8.97999954223633,0,2.22000002861023,1.21000003814697,5.55999994277954,0,57,28,271,1084,2797,"martes"
"184",2022484408,"5/11/2016",13272,9.31999969482422,9.31999969482422,0,4.17999982833862,1.14999997615814,3.99000000953674,0,58,25,224,1133,2544,"miércoles"
"185",2022484408,"5/12/2016",9117,6.40999984741211,6.40999984741211,0,1.27999997138977,0.670000016689301,4.44000005722046,0,16,16,236,728,1853,"jueves"
"186",2026352035,"4/12/2016",4414,2.74000000953674,2.74000000953674,0,0.189999997615814,0.349999994039536,2.20000004768372,0,3,8,181,706,1459,"martes"
"187",2026352035,"4/13/2016",4993,3.09999990463257,3.09999990463257,0,0,0,3.09999990463257,0,0,0,238,663,1521,"miércoles"
"188",2026352035,"4/14/2016",3335,2.0699999332428,2.0699999332428,0,0,0,2.04999995231628,0,0,0,197,653,1431,"jueves"
"189",2026352035,"4/15/2016",3821,2.36999988555908,2.36999988555908,0,0,0,2.36999988555908,0,0,0,188,687,1444,"viernes"
